ID_star,ID_system,Name,GJ,Karmn,RA_J2016,DE_J2016,SpT,SpTnum,SpT_ref,Type,Class,Component,System,SB,SB_ref,Discoverer,Group,Group_ref,Nplanet,Planet_ref,Category,Remarks,WDS_id,WDS_comp,WDS_obs1,WDS_obs2,WDS_nobs,WDS_pa2,WDS_sep2,WDS_mag1,WDS_mag2,s01,rho01,theta01,s01_ref,s02,rho02,theta02,muratio,deltaPA,deltad,M_Msol,eM_Msol,R_Rsol,eR_Rsol,MR_ref,L_Lsol,eL_Lsol,L_ref,MG_mag,eMG_mag,Teff_K,eTeff_K,Teff_ref,logg,elogg,Fe_H,Fe_H_ref,q,P01,eP01,P01_ref,P02,eP02,Ug_J,eUg_J,crit_ruwe,crit_ipd_ruwe,crit_rv,crit_rv_error,crit_ipd_fmp,crit_dupl_source,crit_non_single,crit_DR3_non_single,Candidate,GaiaDR3_id,2MASS_id,AllWISE_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_ref,pmra,pmra_error,pmdec,pmdec_error,pm_ref,rv,rv_error,rv_ref,ruwe,astrometric_excess_noise,astrometric_excess_noise_sig,phot_bp_rp_excess_factor,phot_bp_n_blended_transits,phot_rp_n_blended_transits,phot_variable_flag,rv_chisq_pvalue,rv_amplitude_robust,rv_nb_transits,rv_renormalised_gof,astrometric_n_obs_al,astrometric_n_good_obs_al,ipd_gof_harmonic_amplitude,ipd_frac_multi_peak,duplicated_source,BP_mag,eBP_mag,G_mag,eG_mag,RP_mag,eRP_mag,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,Qf_2M,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Qf_W
27,8,GJ 3015,3015,J00137+806,00:13:44.59,+80:39:52.3,M5.0 V,75.0,Rei95,Multiple,Double,B,,,,LDS1503,,,0,,2,,00137+8038,,1965,2016,25,126.20,12.757,11.15,16.88,245.4008,12.7566,126.23,,,,,0.0283,1.3537,0.0001,0.1641,0.0105,0.1783,0.0062,This work,0.0020266427,0.0000146610,This work,12.9855,0.0038,2900,50,This work,5.00,0.25,,n/a,0.3141,,,,4640,104,6.162E+35,5.213E+34,false,false,false,false,false,false,0,,false,565169459376414592,00134305+8039494,J001344.00+803951.1,3.4357891997967900,0.05442569777369500,80.6645163667332,0.052679721266031300,51.982544620420800,0.06018758,DR3,250.13480945491100,0.077344425,193.82596275215800,0.0751928,DR3,-16.942095,3.1319666,DR3,0.85268134,0.611254096031189,131.96742248535200,1.8401741,18,16,NOT_AVAILABLE,,,9,,317,316,0.003742359345778820,10,false,15.7960,0.1009,14.4062,0.0029,12.9306,0.0160,10.936,0.024,10.370,0.032,10.059,0.026,AAA,9.654,0.036,9.408,0.034,9.067,0.036,7.906,0.124,AAAB
28,9,GJ 1005,1005,J00154-161,00:15:28.77,-16:08:11.7,M4.0 V,74.0,Rei95,Multiple,Double,AB,(AB),,,HEI299,,,0,,2,,00155-1608,,1985,2020,56,236.60,0.417,11.0,11.4,2.0795,0.417,236.60,,,,,,,,,,,,n/a,,,n/a,11.7784,0.1020,,,n/a,,,-0.33,Hoj19,,,,,,,,,false,false,true,false,true,false,0,,false,2368293487261055488,00152799-1608008,J001528.52-160808.2,3.8698802687880100,1.3142526149749800,-16.136571651173800,1.2414659261703500,200.53,9.41,van07,731.83,12.81,-607.73,5.52,van07,-32.80273,4.1813965,DR3,,12.411629676818800,122990.5546875,1.663555,2,1,VARIABLE,0.0,34.314472,11,22.032001,295,286,0.05344768241047860,60,false,11.7254,0.0033,10.2675,0.0045,8.9067,0.0039,7.215,0.019,6.712,0.034,6.390,0.016,AAA,6.190,0.098,5.928,0.043,5.907,0.016,5.792,0.039,AAAA
29,0,LP 49-338,,J00156+722,00:15:37.59,+72:17:03.5,M2.0 V,72.0,Lep13,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.4677,0.0179,0.4660,0.0134,This work,0.0293549470,0.0001586398,This work,9.2899,0.0030,3500,50,This work,5.50,0.25,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,537194035279352064,00153652+7217009,J001537.22+721702.3,3.9066370036315300,0.01793697662651540,72.2843120156713,0.017924005165696100,39.03245115702240,0.021659715,DR3,315.68284415964500,0.022073705,170.78540754657900,0.02396214,DR3,-0.10720222,0.27622533,DR3,1.3301543,0.1931794285774230,53.19796371459960,1.3829697,0,0,NOT_AVAILABLE,0.1874204,2.535192,17,0.391709,334,332,0.010649777948856400,0,false,12.5263,0.0033,11.3328,0.0028,10.2497,0.0038,8.837,0.027,8.250,0.034,7.991,0.026,AAA,7.859,0.022,7.760,0.018,7.682,0.015,7.626,0.147,AAAB
30,0,GJ 12,12,J00158+135,00:15:49.92,+13:33:27.6,M3.0 V,73.0,Rei95,Single,,-,,,,,,,1,Kuz24/Dho24,1,,,,,,,,,,,,,,,,,,,,,0.2549,0.0122,0.2644,0.0080,This work,0.0074676727,0.0000321828,This work,10.9736,0.0030,3300,50,This work,5.50,0.25,-0.29,Mal20,,,,,,,,,false,false,false,false,false,false,0,,false,2768048564768256512,00154919+1333218,J001549.70+133325.8,3.958001989119530,0.027405645698308900,13.557663185407300,0.023378711193800000,82.19379738137910,0.032552015,DR3,618.0650123092430,0.03925972,329.44598915256000,0.03415664,DR3,51.04111,0.25555122,DR3,1.197815,0.20658960938453700,52.82371520996090,1.4331056,0,0,NOT_AVAILABLE,0.5369459,3.1199722,22,-4.1248918,235,235,0.010222462005913300,0,false,12.8305,0.0031,11.3994,0.0029,10.2272,0.0038,8.619,0.020,8.068,0.026,7.807,0.020,AAA,7.619,0.028,7.487,0.020,7.380,0.019,7.388,0.121,AAAB
31,10,1RXS J001557.5-163659,,J00159-166,00:15:57.94,-16:36:57.5,M4.0 V,74.0,Shk09,Multiple,Double,AB,(AB),,,BWL 2,,,0,,2,,00160-1637,,2011,2020,6,140.90,0.051,8.9,9.0,0.9092,0.051,140.90,,,,,,,,,,,,n/a,,,n/a,10.4926,0.0046,,,n/a,,,,n/a,,,,,,,,,true,false,false,false,false,false,0,,false,2368212771939556992,00155808-1636578,J001557.97-163657.5,3.9914280244393500,0.08957168459892270,-16.61597822404430,0.05680813640356060,56.09623988819730,0.09289024,DR3,-117.53858200550600,0.10529876,6.82007445644109,0.06502465,DR3,19.050121,1.0558146,DR3,4.086586,0.7346442341804500,677.1510620117190,1.4892151,25,0,NOT_AVAILABLE,0.0,14.532402,19,1.6738896,315,306,0.0060141501016914800,0,false,13.4080,0.0037,11.7479,0.0028,10.4972,0.0039,8.736,0.019,8.191,0.023,7.909,0.020,AAA,7.690,0.029,7.546,0.020,7.435,0.017,7.214,0.127,AAAB
32,11,EZ Psc,1006 A,J00162+198W,00:16:15.44,+19:51:25.3,M4.0 V,74.0,Alo15a,Multiple,Triple,Aab,Aab+B,SB2,Bar18,Bar18,,,0,,1,LMP 1 AC is optical,,,,,,,,,,0.038623,,,Bar18,,,,,,,0.4910,0.0029,,,Bar18,,,n/a,9.9771,0.0031,,,n/a,,,,n/a,0.3518,3.95652,0.00008,Bar18,,,,,false,false,true,false,false,false,0,,false,2797745549200763520,00161455+1951385,J001615.17+195129.4,4.064320711857080,0.031131982803344700,19.8570414552915,0.02262374944984910,65.10811689055410,0.041267276,DR3,714.6345511276560,0.046937995,-761.9696674473290,0.041962754,DR3,6.9795403,3.902364,DR3,1.5539801,0.30923524498939500,151.08436584472700,1.479183,8,8,NOT_AVAILABLE,0.0,55.223293,33,62.700424,561,556,0.012834533117711500,6,false,12.5148,0.0037,10.9089,0.0028,9.6730,0.0040,7.875,0.019,7.322,0.018,7.087,0.023,AAA,6.833,0.065,6.725,0.021,6.697,0.018,6.641,0.117,AAAB
33,11,GJ 1006 B,1006 B,J00162+198E,00:16:16.96,+19:51:38.5,M4.0 V,74.0,Alo15a,Multiple,Triple,B,,,,LDS 863,,,0,,1,,00164+1950,AB,1936,2016,14,58.40,25.21,12.15,13.24,386.4996,25.1415,58.48,,,,,0.0142,0.2344,0.0009,0.2741,0.0105,0.2825,0.0052,This work,0.0088316410,0.0000593500,This work,10.9530,0.0031,3329,30,Marf21,4.50,0.25,-0.11,Marf21,0.5583,,,,8687,62,6.143E+35,2.381E+34,false,false,false,false,false,false,0,,false,2797745549200773120,00161607+1951515,J001616.69+195142.3,4.070650621944490,0.029833059757947900,19.860692297743900,0.022260913625359500,65.04914175185600,0.039420694,DR3,708.1365425921040,0.044735778,-748.87827438726,0.040381107,DR3,-1.4497403,0.20129484,DR3,1.5912825,0.2935733497142790,137.81312561035200,1.488018,64,0,NOT_AVAILABLE,0.8854239,3.8618927,38,-2.256744,507,504,0.004312835168093440,5,false,13.5137,0.0032,11.8868,0.0028,10.6410,0.0038,8.893,0.029,8.339,0.042,8.097,0.026,AAA,7.924,0.023,7.757,0.021,7.602,0.022,7.148,0.206,AAAB
34,0,GJ 1007,1007,J00169+051,00:16:56.20,+05:07:16.4,M4.5 V,74.5,Rei95,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.2799,0.0132,0.2880,0.0091,This work,0.0078380430,0.0000525779,This work,11.1357,0.0031,3200,50,This work,4.00,0.25,-0.10,Ter15a,,,,,,,,,false,false,false,false,false,false,0,,false,2741452134407577216,00165629+0507261,J001656.23+050719.7,4.2341679339988800,0.027819696813821800,5.121228378212200,0.022131560370326000,56.15890033501790,0.034504853,DR3,-89.92714582015790,0.041137896,-623.9352809525940,0.026842354,DR3,-2.2783291,0.40310964,DR3,1.3474796,0.22277340292930600,63.25577163696290,1.4918498,0,0,NOT_AVAILABLE,0.5197024,5.5207195,24,-2.8312943,375,374,0.03948361799120900,1,false,14.0556,0.0032,12.3886,0.0028,11.1349,0.0039,9.398,0.023,8.869,0.051,8.587,0.019,AAA,8.392,0.023,8.212,0.020,8.068,0.022,7.971,0.295,AAAB
35,12,GJ 3022,3022,J00169+200,00:16:57.03,+20:03:55.7,M3.5 V,73.5,Rei95,Multiple,Triple,A,AB+C,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.3192,0.0340,0.3207,0.0153,This work,,,n/a,10.5177,0.0078,,,n/a,,,0.13,New14,,,,,,,,,false,true,false,false,true,false,0,,false,2797755371790591616,00165678+2003551,J001656.97+200355.4,4.237608533157760,0.07617350667715070,20.065474794953000,0.067384272813797,29.310177115118300,0.09726921,DR3,238.8850871492300,0.11932493,17.665915433810200,0.17213373,DR3,0.5772577,1.027632,DR3,1.5999118,0.618278443813324,408.1624755859380,2.4795117,60,58,NOT_AVAILABLE,,,28,,546,472,0.21500320732593500,33,false,14.1608,0.0177,13.1826,0.0029,11.3945,0.0170,9.681,0.027,9.079,0.023,8.800,0.019,AAA,8.605,0.022,8.444,0.020,8.337,0.030,8.342,,AAAU
36,12,G 131-47B,,,00:16:57.10,+20:03:55.4,M3.5 V,73.5,This work,Multiple,Triple,B,,,,CRC 43,,,0,,2,,00169+2004,,2013,2016,3,106.40,1.077,10.1,10.8,36.9614,1.0770,106.45,,,,,0.0554,2.7539,0.0058,0.3127,0.0342,0.3148,0.0153,This work,,,n/a,10.5835,0.0061,,,n/a,,,,n/a,0.9796,,,,282.7,10.8,4.764E+36,7.273E+35,false,false,false,false,false,false,0,,false,2797755376085990144,,,4.237913995218880,0.056486524641513800,20.065390061520600,0.06084367632865910,29.13896214503210,0.07088747,DR3,231.63124911539800,0.15402377,28.37206250789960,0.27864,DR3,-1.1526253,6.689505,DR3,0.8965375,0.399567574262619,144.27008056640600,2.711806,8,8,NOT_AVAILABLE,0.18329754,31.690388,29,49.871586,428,427,0.0391719676554203,8,false,14.1420,0.0422,13.2611,0.0031,11.3758,0.0207,,,,,,,,,,,,,,,,
37,12,LP 404-54,,,00:15:13.81,+19:47:40.5,M5.0 V,75.0,This work,Multiple,Triple,C,,,,Sma21,,,0,,3,,,,,,,,,,,60679.5365,1751.9810,236.25,,,,,0.0327,1.2257,0.0149,0.1877,0.0108,0.2006,0.0065,This work,0.0033491321,0.0000195636,This work,12.1764,0.0038,3100,50,This work,4.00,0.25,,n/a,0.5880,,,,20994737,738773,1.742E+33,2.109E+32,false,false,false,false,false,false,0,,false,2797697273768502400,00151353+1947401,J001513.72+194740.3,3.8075613611756800,0.025209946557879400,19.794572228352100,0.02084510028362270,28.872681937343300,0.033844147,DR3,232.74084414999300,0.033627864,22.22632952180160,0.03448015,DR3,-0.8083961,5.922558,DR3,1.0704216,0.12302351742982900,4.663773059844970,1.5109965,1,0,NOT_AVAILABLE,,,13,,457,455,0.024554332718253100,0,false,16.7589,0.0053,14.8740,0.0028,13.5823,0.0039,11.704,0.020,11.121,0.024,10.829,0.019,AAA,10.620,0.022,10.423,0.021,10.325,0.105,8.184,,AAAU
38,0,Ross 680,3023,J00173+291,00:17:21.17,+29:11:05.7,M2.0 V,72.0,Rei95,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.5215,0.0289,0.5038,0.0130,This work,0.0458040830,0.0002433040,This work,8.8041,0.0030,3600,50,This work,4.50,0.25,0.18,Gai14b,,,,,,,,,false,false,false,false,false,false,0,,false,2860379125997924480,00172021+2910578,J001720.88+291103.4,4.338202188931530,0.015764115378260600,29.1849048645301,0.011987045407295200,43.773296801166200,0.020379469,DR3,691.1454063893500,0.021892892,427.7358394739820,0.018280556,DR3,-8.691819,0.17553474,DR3,1.1716653,0.12436477094888700,19.22283363342290,1.375682,16,0,NOT_AVAILABLE,0.57785594,2.3746963,23,-1.7530291,369,367,0.015621037222445000,1,false,11.7516,0.0030,10.5981,0.0028,9.5308,0.0038,8.152,0.034,7.499,0.027,7.241,0.018,AAA,7.066,0.055,7.101,0.020,7.022,0.017,7.005,0.103,AAAA
39,0,GJ 3025,3025,J00176-086,00:17:41.23,-08:40:55.8,M0.0 V,70.0,Rei95,Candidate,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.6798,0.0261,0.6447,0.0118,This work,0.1011739400,0.0009862619,This work,7.7422,0.0067,3800,50,This work,5.00,0.25,0.01,Stei20,,,,,,,,,true,false,true,false,false,false,2,nss_two_body_orbit/SB1,true,2428543391568696960,00174088-0840559,J001741.12-084055.8,4.421804515188350,0.06758023798465730,-8.682169909185100,0.06112585589289670,31.20416032291620,0.08784704,DR3,303.6957135027390,0.10298153,20.63232222670800,0.0678819,DR3,6.877373,5.4461884,DR3,3.0325773,0.579640805721283,351.5257873535160,1.3225404,0,0,NOT_AVAILABLE,0.0,45.15753,14,61.03274,249,247,0.02269868366420270,0,false,11.2194,0.0030,10.2711,0.0028,9.3104,0.0039,8.095,0.026,7.472,0.036,7.245,0.023,AAA,7.021,0.045,7.118,0.019,7.060,0.017,6.853,0.098,AAAA
40,13,LP 404-81,,J00179+209,00:17:58.87,+20:57:18.6,M1.0 V,71.0,Lep13,Multiple,Double,A,A+B,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.6115,0.0272,0.5840,0.0122,This work,0.0681370700,0.0002552432,This work,8.1803,0.0030,3800,50,This work,5.00,0.25,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,2799371898696899328,00175919+2057249,J001758.90+205719.9,4.495298225814790,0.012087997049093200,20.955173151411900,0.010990251787006900,36.09508782477840,0.015860839,DR3,-252.04704889946200,0.018091409,-366.91971962453500,0.018361757,DR3,-49.241917,0.16554697,DR3,0.966797,0.07950440794229510,8.68652629852295,1.316917,0,0,NOT_AVAILABLE,0.50606215,1.96175,27,-1.0582896,408,405,0.006699154153466230,1,false,11.3160,0.0029,10.3931,0.0028,9.4461,0.0038,8.250,0.018,7.596,0.023,7.413,0.023,AAA,6.874,0.032,7.062,0.021,6.954,0.017,6.835,0.086,AAAA
41,13,LP 404-80,,,00:17:58.33,+20:57:13.0,M3.0 V,73.0,Ste86b,Multiple,Double,B,,,,LDS 864,,,0,,2,,00180+2057,,1894,2017,16,232.40,9.33,10.40,12.77,261.3759,9.4258,233.75,,,,,0.0061,0.2857,0.0009,0.5098,0.0185,0.5059,0.0137,This work,0.0432107600,0.0002192253,This work,8.7759,0.0032,3700,50,This work,4.50,0.25,,n/a,0.8337,,,,3991,59,2.104E+36,1.208E+35,false,false,false,false,false,true,0,,false,2799371898696899584,00175864+2057192,J001758.46+205714.9,4.49303725654653,0.019883738830685600,20.95362485180290,0.01792765222489830,36.062333085681000,0.025990486,DR3,-252.98360722113800,0.02921197,-364.37656945569600,0.030041223,DR3,-51.009773,0.23374513,DR3,1.407648,0.18699264526367200,49.86119842529300,1.3494294,13,0,NOT_AVAILABLE,0.0696671,2.6349945,25,0.17206855,389,386,0.013610820285975900,0,true,12.0346,0.0032,10.9906,0.0028,9.9754,0.0038,8.689,0.030,8.062,0.026,7.828,0.023,AAA,6.874,0.032,7.062,0.021,6.954,0.017,6.835,0.086,AAAA
42,0,GJ 16,16,J00182+102,00:18:16.59,+10:12:09.6,M1.5 V,71.5,Rei95,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.5105,0.0291,0.4939,0.0131,This work,0.0411223550,0.0003146311,This work,8.8852,0.0029,3600,50,This work,5.00,0.25,-0.16,Mal20,,,,,,,,,false,false,false,false,false,false,0,,false,2752746111688997248,00181659+1012100,J001816.59+101209.6,4.569135382649790,0.02082461677491670,10.202658135740100,0.01569429785013200,59.62895585839460,0.025021251,DR3,2.0752058544983100,0.02761455,-29.55778351527160,0.020934455,DR3,-15.452293,0.16237316,DR3,1.0177174,0.1049095168709760,8.97046947479248,1.3689816,0,0,NOT_AVAILABLE,0.7144808,1.1173182,15,-1.4538008,192,191,0.016448689624667200,0,false,11.1347,0.0037,10.0079,0.0028,8.9531,0.0039,7.564,0.032,6.922,0.059,6.741,0.027,AAA,6.590,0.079,6.472,0.025,6.488,0.016,6.423,0.060,AAAA
43,14,GX And,15 A,J00183+440,00:18:27.17,+44:01:29.2,M1.0 V,71.0,Alo15a,Multiple,Double,A,A+B,,,,,,2,How14/Pin18,1,,,,,,,,,,,,,,,,,,,,,0.3952,0.0118,0.3973,0.0056,This work,0.0239653400,0.0002180633,This work,9.4599,0.0028,3603,24,Marf21,5.00,0.25,-0.52,Marf21,,,,,,,,,false,false,false,false,false,false,0,,false,385334230892516480,00182256+4401222,J001825.70+440126.9,4.613226257557740,0.014406336471438400,44.02478674398520,0.010100741870701300,280.706821579123,0.020284552,DR3,2891.5180773367800,0.015489398,411.8320203661470,0.01302328,DR3,11.367275,0.12266349,DR3,1.0384927,0.12635427713394200,16.60138511657720,1.3680509,3,0,NOT_AVAILABLE,0.031719152,0.97305393,34,-2.0466003,519,513,0.0022500776685774300,0,false,8.3321,0.0028,7.2186,0.0028,6.1677,0.0038,5.252,0.264,4.476,0.200,4.018,0.020,DCE,3.872,0.381,3.437,0.282,3.696,0.015,3.602,0.024,CBAA
44,14,GQ And,15 B,J00184+440,00:18:30.07,+44:01:43.5,M3.5 V,73.5,Rei95,Multiple,Double,B,,,,GRB 34,,,0,,1,GRB 34 AC and TNN 1 AD are optical,00184+4401,AB,1860,2019,143,66.30,34.069,8.31,11.36,122.3698,34.3486,65.49,,,,,0.0280,1.4034,0.0000,0.1642,0.0102,0.1784,0.0057,This work,0.0034748106,0.0000137638,This work,11.9278,0.0028,3318,53,Marf21,5.00,0.25,-0.36,Marf21,0.4155,,,,1810,25,9.355E+35,6.448E+34,false,false,false,false,false,false,0,,false,385334196532776576,00182549+4401376,J001828.65+440141.3,4.625300681217550,0.020594174042344100,44.02874451664360,0.013754433952271900,280.6947310460250,0.027839076,DR3,2862.7964264973800,0.022829484,336.43190371856500,0.01896944,DR3,10.603611,0.14668693,DR3,1.1803766,0.21710556745529200,66.78592681884770,1.4735965,10,0,NOT_AVAILABLE,0.8376814,1.4427996,23,-5.663335,505,496,0.005121317692101000,1,false,11.2915,0.0032,9.6866,0.0028,8.4555,0.0038,6.789,0.024,6.191,0.016,5.948,0.024,AAA,5.915,0.078,5.474,0.031,5.483,0.016,5.323,0.032,AAAA
45,0,GJ 3027,3027,J00188+278,00:18:54.07,+27:48:48.1,M4.0 V,74.0,Rei95,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.2745,0.0130,0.2830,0.0089,This work,0.0075637973,0.0000351163,This work,11.1248,0.0030,3200,50,This work,4.50,0.25,0.16,New14,,,,,,,,,false,false,false,false,false,false,0,,false,2856874535763703680,00185352+2748499,J001853.91+274848.6,4.725287520277890,0.02218451164662840,27.813355639663500,0.01914585940539840,53.06160009975190,0.028856156,DR3,394.367458655627,0.03100727,-112.13578722504900,0.027762549,DR3,5.6208925,0.38799867,DR3,1.4994295,0.22607412934303300,63.3525390625,1.4764798,0,0,NOT_AVAILABLE,0.6738662,5.252672,27,-0.78249395,391,388,0.012769120745360900,2,false,14.1260,0.0033,12.5009,0.0028,11.2649,0.0038,9.535,0.023,8.930,0.022,8.648,0.018,AAA,8.497,0.023,8.343,0.020,8.201,0.022,7.838,0.195,AAAB
46,0,GJ 1008,1008,J00190-099,00:19:05.52,-09:57:58.3,M0.0 V,70.0,Koe10,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.6723,0.0262,0.6381,0.0118,This work,0.0839435800,0.0003660067,This work,7.7887,0.0029,4100,50,This work,5.00,0.25,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,2428162410789155328,00190556-0957530,J001905.53-095756.6,4.77301269931231,0.015891749411821400,-9.9661923699313,0.010567247867584200,49.4757490031547,0.01777166,DR3,-36.325407373530400,0.02161055,-301.49130688241600,0.012927858,DR3,-10.718378,0.19111055,DR3,0.90783423,0.0553448311984539,2.9853649139404300,1.2929912,1,0,NOT_AVAILABLE,0.19368687,1.5695753,13,0.312669,213,213,0.05069957673549650,0,false,10.1249,0.0030,9.3167,0.0028,8.4346,0.0038,7.376,0.020,6.710,0.031,6.549,0.021,AAA,6.435,0.086,6.380,0.025,6.427,0.016,6.385,0.072,AAAA
47,0,GJ 2003,2003,J00201-170,00:20:08.54,-17:03:41.2,M1.0 V,71.0,Gra06,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.4456,0.0167,0.4451,0.0121,This work,0.0334464200,0.0001678504,This work,9.0521,0.0029,3700,50,This work,4.50,0.25,-0.06,Kuz19,,,,,,,,,false,false,false,false,false,false,0,,false,2367938722962185088,00200837-1703409,J002008.48-170341.1,5.035582813353750,0.016428112983703600,-17.061447997422200,0.011683855205774300,43.786487964219900,0.017930692,DR3,141.90292777392400,0.022021506,-13.370393462333300,0.013307843,DR3,30.476997,0.20140961,DR3,1.1562842,0.12049899995327000,19.64162826538090,1.3526038,1,0,NOT_AVAILABLE,0.73871285,2.864029,20,-1.657397,364,361,0.0038911118172109100,0,false,11.9021,0.0030,10.8454,0.0028,9.8238,0.0038,8.545,0.023,7.914,0.040,7.695,0.017,AAA,7.496,0.031,7.469,0.021,7.391,0.018,7.342,0.131,AAAB
48,0,GJ 3028,3028,J00204+330,00:20:30.78,+33:04:52.6,M5.5 V,75.5,Rei95,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.1469,0.0101,0.1620,0.0058,This work,0.0014534801,0.0000067736,This work,13.4929,0.0030,2800,50,This work,4.00,0.25,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,2863419584886542080,00202922+3305081,J002030.30+330457.3,5.128239996638610,0.03279206529259680,33.08128045387170,0.021671826019883200,81.57206255154,0.035997782,DR3,1075.6069044786500,0.0438543,-863.6676685094400,0.03461112,DR3,,,n/a,1.051568,0.25377357006073,33.570003509521500,1.599619,8,1,NOT_AVAILABLE,,,,,377,367,0.02220996282994750,0,false,16.3995,0.0049,13.9352,0.0028,12.5377,0.0040,10.284,0.021,9.691,0.022,9.330,0.018,AAA,9.139,0.023,8.932,0.020,8.712,0.023,8.353,0.240,AAAB
49,0,[I81] M 134,,J00207+596,00:20:47.70,+59:36:15.6,M2.5 V,72.5,Lep13,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.4966,0.0188,0.4934,0.0142,This work,0.0329116140,0.0001798867,This work,9.2426,0.0031,3500,50,This work,4.50,0.25,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,428347778613655424,00204772+5936173,J002047.72+593616.1,5.198766215039120,0.013865751214325400,59.6043272900992,0.01598854921758180,35.1238642270519,0.019922977,DR3,-25.785649459591400,0.01828222,-114.82909180477000,0.021853734,DR3,14.439906,0.22233479,DR3,1.1991826,0.18302816152572600,51.3340950012207,1.3928148,30,31,NOT_AVAILABLE,0.9158435,3.1327095,25,-2.069407,449,442,0.006744613405317070,0,false,12.7436,0.0031,11.5146,0.0028,10.4149,0.0039,8.936,0.024,8.329,0.036,8.125,0.026,AAA,7.951,0.023,7.889,0.020,7.787,0.018,7.603,0.100,AAAA
50,0,StKM 1-25,,J00209+176,00:20:57.24,+17:38:14.7,M0.0 V,70.0,Lep13,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.6179,0.0271,0.5898,0.0122,This work,0.0687191860,0.0003265724,This work,8.1376,0.0033,3800,50,This work,5.50,0.25,-0.17,Gai14b,,,,,,,,,false,false,false,false,false,false,0,,false,2794018514021041664,00205719+1738160,J002057.22+173815.1,5.238485468504800,0.018458658829331400,17.637404746022300,0.014362665824592100,33.446876023266000,0.025948146,DR3,38.9998947168196,0.026631303,-82.3912675914831,0.024480447,DR3,-2.4931908,0.15366194,DR3,0.9245971,0.16882993280887600,49.22608947753910,1.3205374,1,0,VARIABLE,0.28074947,2.3827102,42,-0.63132685,689,684,0.013215686194598700,0,false,11.4450,0.0029,10.5158,0.0028,9.5630,0.0038,8.367,0.026,7.727,0.020,7.541,0.029,AAA,7.372,0.031,7.442,0.021,7.393,0.021,7.179,0.140,AAAB
51,0,G 217-43,,J00210+557,00:21:05.02,+55:43:55.6,M2.0 V,72.0,Lee84,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.6147,0.0271,0.5869,0.0122,This work,0.0691480040,0.0003329018,This work,8.1589,0.0032,3800,50,This work,5.00,0.25,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,421421130234828032,00210432+5543591,J002104.76+554356.8,5.270910027596510,0.010423347353935200,55.73209970059850,0.011175701394677200,22.705215932130500,0.01670494,DR3,378.32083383039400,0.012647191,-231.36160454479400,0.013988162,DR3,-17.44231,0.25731662,DR3,1.0101599,0.1284993439912800,29.526981353759800,1.3332238,0,0,NOT_AVAILABLE,0.8692575,3.7818928,22,-1.3685025,547,538,0.014168612658977500,0,false,12.3408,0.0029,11.3783,0.0028,10.4022,0.0038,9.194,0.023,8.516,0.027,8.364,0.020,AAA,8.250,0.023,8.234,0.019,8.147,0.019,8.332,0.199,AAAB
52,0,G 171-51,,J00218+382,00:21:54.79,+38:16:24.2,M3.0 V,73.0,Lep13,Single,,-,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,0.4681,0.0186,0.4664,0.0143,This work,0.0232410490,0.0001942134,This work,9.7502,0.0032,3300,50,This work,5.50,0.25,,n/a,,,,,,,,,false,false,false,false,false,false,0,,false,378851098016946816,00215392+3816294,J002154.50+381625.9,5.478292061881820,0.022472241893410700,38.273382405697100,0.01709454320371150,40.34022477535670,0.030412896,DR3,620.6451430199100,0.025383953,-324.2780183657030,0.02714568,DR3,-29.497887,0.19243574,DR3,1.534014,0.24283574521541600,106.34642791748000,1.4438057,0,0,NOT_AVAILABLE,0.9357454,3.5598717,43,-2.762235,586,572,0.05395315960049630,0,false,13.1339,0.0030,11.7215,0.0028,10.5429,0.0038,8.953,0.027,8.340,0.061,8.106,0.026,AAA,7.939,0.023,7.836,0.020,7.733,0.018,7.640,0.120,AAAB
